date,description,amount,category,clean_description,month,day_of_week,year_month,category_encoded
2023-11-17,INTERNET BILL #6573,3072.64,Bills & Utilities,internet bill,11,4,2023-11,0
2023-11-17,OLA RIDE #5760,739.62,Transport,ola ride,11,4,2023-11,5
2023-11-17,RAPIDO BIKE #6364,1869.49,Transport,rapido bike,11,4,2023-11,5
2023-11-17,APPLE MUSIC #2388,1040.63,Entertainment,apple music,11,4,2023-11,1
2023-11-17,MEDICINE ORDER #6581,2396.55,Health,medicine order,11,4,2023-11,3
2023-11-17,ELECTRICITY BILL #8532,4613.7,Bills & Utilities,electricity bill,11,4,2023-11,0
2023-11-18,UBER TRIP #3693,915.65,Transport,uber trip,11,5,2023-11,5
2023-11-18,MAINTENANCE FEE #1753,410.35,Bills & Utilities,maintenance fee,11,5,2023-11,0
2023-11-18,SWIGGY DELIVERY #8119,551.25,Food & Dining,swiggy delivery,11,5,2023-11,2
2023-11-19,DENTAL CLINIC #2140,345.86,Health,dental clinic,11,6,2023-11,3
2023-11-19,GROCERY STORE #4635,361.49,Food & Dining,grocery store,11,6,2023-11,2
2023-11-19,LIFESTYLE STORE #5386,716.27,Shopping,lifestyle store,11,6,2023-11,4
2023-11-19,PRACTO APPOINTMENT #1601,1419.0,Health,practo appointment,11,6,2023-11,3
2023-11-19,CAFE COFFEE DAY #2951,606.26,Food & Dining,cafe coffee day,11,6,2023-11,2
2023-11-19,GAMING PURCHASE #6759,1448.51,Entertainment,gaming purchase,11,6,2023-11,1
2023-11-20,PHARMACY BILL #9537,968.1,Health,pharmacy bill,11,0,2023-11,3
2023-11-20,GROCERY STORE #8353,603.91,Food & Dining,grocery store,11,0,2023-11,2
2023-11-20,SPOTIFY PREMIUM #7876,1250.02,Entertainment,spotify premium,11,0,2023-11,1
2023-11-20,MCDONALD'S #3738,838.38,Food & Dining,mcdonalds,11,0,2023-11,2
2023-11-20,MYNTRA FASHION #1245,3336.69,Shopping,myntra fashion,11,0,2023-11,4
2023-11-20,EYE CLINIC #6295,2606.32,Health,eye clinic,11,0,2023-11,3
2023-11-21,MEESHO ORDER #3625,7343.95,Shopping,meesho order,11,1,2023-11,4
2023-11-21,RENT PAYMENT #7021,4042.07,Bills & Utilities,rent payment,11,1,2023-11,0
2023-11-21,DOMINOS PIZZA #6629,380.92,Food & Dining,dominos pizza,11,1,2023-11,2
2023-11-21,AMAZON ORDER #8695,4786.32,Shopping,amazon order,11,1,2023-11,4
2023-11-21,SUBWAY #3184,1212.05,Food & Dining,subway,11,1,2023-11,2
2023-11-21,EMI PAYMENT #5705,2192.56,Bills & Utilities,emi payment,11,1,2023-11,0
2023-11-22,INTERNET BILL #9270,4791.34,Bills & Utilities,internet bill,11,2,2023-11,0
2023-11-22,GROCERY STORE #2143,1355.17,Food & Dining,grocery store,11,2,2023-11,2
2023-11-22,EMI PAYMENT #6866,457.12,Bills & Utilities,emi payment,11,2,2023-11,0
2023-11-22,MYNTRA FASHION #3885,2045.1,Shopping,myntra fashion,11,2,2023-11,4
2023-11-23,BUS PASS #3384,1462.35,Transport,bus pass,11,3,2023-11,5
2023-11-23,DISNEY PLUS #3290,558.48,Entertainment,disney plus,11,3,2023-11,1
2023-11-23,LIFESTYLE STORE #5430,1602.56,Shopping,lifestyle store,11,3,2023-11,4
2023-11-23,WATER BILL #7142,1200.24,Bills & Utilities,water bill,11,3,2023-11,0
2023-11-24,FLIPKART PURCHASE #4899,2905.12,Shopping,flipkart purchase,11,4,2023-11,4
2023-11-24,GAS CYLINDER #8292,4986.59,Bills & Utilities,gas cylinder,11,4,2023-11,0
2023-11-25,PARKING FEE #4994,1919.03,Transport,parking fee,11,5,2023-11,5
2023-11-25,EYE CLINIC #6224,1774.68,Health,eye clinic,11,5,2023-11,3
2023-11-25,EMI PAYMENT #3956,2772.82,Bills & Utilities,emi payment,11,5,2023-11,0
2023-11-26,NYKAA COSMETICS #4443,3553.13,Shopping,nykaa cosmetics,11,6,2023-11,4
2023-11-26,GAMING PURCHASE #4079,103.38,Entertainment,gaming purchase,11,6,2023-11,1
2023-11-26,OLA RIDE #1008,132.7,Transport,ola ride,11,6,2023-11,5
2023-11-26,MAINTENANCE FEE #2204,4506.41,Bills & Utilities,maintenance fee,11,6,2023-11,0
2023-11-26,MOVIE TICKET #6285,673.14,Entertainment,movie ticket,11,6,2023-11,1
2023-11-27,INSURANCE PREMIUM #2764,4096.56,Bills & Utilities,insurance premium,11,0,2023-11,0
2023-11-27,PRACTO APPOINTMENT #2655,1076.03,Health,practo appointment,11,0,2023-11,3
2023-11-27,IRCTC TICKET #4470,1004.59,Transport,irctc ticket,11,0,2023-11,5
2023-11-27,CAFE COFFEE DAY #1849,1288.1,Food & Dining,cafe coffee day,11,0,2023-11,2
2023-11-27,LAB TEST #9255,1673.23,Health,lab test,11,0,2023-11,3
2023-11-28,PARKING FEE #4057,1100.93,Transport,parking fee,11,1,2023-11,5
2023-11-28,BUS PASS #3907,1840.0,Transport,bus pass,11,1,2023-11,5
2023-11-28,MEDICINE ORDER #5528,2331.14,Health,medicine order,11,1,2023-11,3
2023-11-29,WATER BILL #6509,4942.97,Bills & Utilities,water bill,11,2,2023-11,0
2023-11-29,MYNTRA FASHION #7062,2630.77,Shopping,myntra fashion,11,2,2023-11,4
2023-11-29,SPOTIFY PREMIUM #2076,275.79,Entertainment,spotify premium,11,2,2023-11,1
2023-11-29,PHARMACY BILL #3262,1604.18,Health,pharmacy bill,11,2,2023-11,3
2023-11-29,BIGBASKET ORDER #2524,915.54,Food & Dining,bigbasket order,11,2,2023-11,2
2023-11-29,FLIPKART PURCHASE #7636,362.68,Shopping,flipkart purchase,11,2,2023-11,4
2023-11-30,FLIPKART PURCHASE #6531,1524.28,Shopping,flipkart purchase,11,3,2023-11,4
2023-11-30,LAB TEST #1965,1881.98,Health,lab test,11,3,2023-11,3
2023-11-30,BIGBASKET ORDER #1749,1455.92,Food & Dining,bigbasket order,11,3,2023-11,2
2023-11-30,APPLE MUSIC #6340,686.11,Entertainment,apple music,11,3,2023-11,1
2023-11-30,ZOMATO ORDER #6846,1297.53,Food & Dining,zomato order,11,3,2023-11,2
2023-11-30,FLIPKART PURCHASE #2723,4134.28,Shopping,flipkart purchase,11,3,2023-11,4
2023-11-30,HOTSTAR PREMIUM #9796,360.93,Entertainment,hotstar premium,11,3,2023-11,1
2023-12-01,BOOKMYSHOW #7745,909.77,Entertainment,bookmyshow,12,4,2023-12,1
2023-12-01,AMAZON PRIME #8306,599.71,Entertainment,amazon prime,12,4,2023-12,1
2023-12-01,PHARMACY BILL #3934,1209.64,Health,pharmacy bill,12,4,2023-12,3
2023-12-01,AJIO ORDER #7499,7757.58,Shopping,ajio order,12,4,2023-12,4
2023-12-01,HOTSTAR PREMIUM #6764,688.64,Entertainment,hotstar premium,12,4,2023-12,1
2023-12-02,HOSPITAL BILL #8449,2855.74,Health,hospital bill,12,5,2023-12,3
2023-12-03,AJIO ORDER #7512,5268.73,Shopping,ajio order,12,6,2023-12,4
2023-12-03,IKEA PURCHASE #7171,5219.25,Shopping,ikea purchase,12,6,2023-12,4
2023-12-03,BIGBASKET ORDER #1096,942.52,Food & Dining,bigbasket order,12,6,2023-12,2
2023-12-04,AMAZON PRIME #6468,374.5,Entertainment,amazon prime,12,0,2023-12,1
2023-12-04,AUTO RICKSHAW #1982,1185.34,Transport,auto rickshaw,12,0,2023-12,5
2023-12-05,INSURANCE PREMIUM #9698,1784.41,Bills & Utilities,insurance premium,12,1,2023-12,0
2023-12-05,LIFESTYLE STORE #2146,7601.22,Shopping,lifestyle store,12,1,2023-12,4
2023-12-05,LIFESTYLE STORE #4004,5656.99,Shopping,lifestyle store,12,1,2023-12,4
2023-12-05,GYM MEMBERSHIP #2052,1303.12,Health,gym membership,12,1,2023-12,3
2023-12-05,NETFLIX SUBSCRIPTION #3279,314.32,Entertainment,netflix subscription,12,1,2023-12,1
2023-12-05,UBER TRIP #9055,661.65,Transport,uber trip,12,1,2023-12,5
2023-12-06,DISNEY PLUS #1306,390.78,Entertainment,disney plus,12,2,2023-12,1
2023-12-06,EMI PAYMENT #4492,1271.19,Bills & Utilities,emi payment,12,2,2023-12,0
2023-12-06,IKEA PURCHASE #7548,5500.24,Shopping,ikea purchase,12,2,2023-12,4
2023-12-06,MAINTENANCE FEE #9399,4539.67,Bills & Utilities,maintenance fee,12,2,2023-12,0
2023-12-06,DOMINOS PIZZA #7464,660.53,Food & Dining,dominos pizza,12,2,2023-12,2
2023-12-06,MEESHO ORDER #4495,5374.01,Shopping,meesho order,12,2,2023-12,4
2023-12-07,RAPIDO BIKE #7755,78.83,Transport,rapido bike,12,3,2023-12,5
2023-12-07,MAINTENANCE FEE #7765,4639.84,Bills & Utilities,maintenance fee,12,3,2023-12,0
2023-12-07,RESTAURANT BILL #4555,745.12,Food & Dining,restaurant bill,12,3,2023-12,2
2023-12-08,BIGBASKET ORDER #2457,576.09,Food & Dining,bigbasket order,12,4,2023-12,2
2023-12-08,MOBILE RECHARGE #7171,388.18,Bills & Utilities,mobile recharge,12,4,2023-12,0
2023-12-08,CAFE COFFEE DAY #5533,113.93,Food & Dining,cafe coffee day,12,4,2023-12,2
2023-12-09,EYE CLINIC #1857,2388.76,Health,eye clinic,12,5,2023-12,3
2023-12-09,SUBWAY #8077,1221.69,Food & Dining,subway,12,5,2023-12,2
2023-12-10,GAS CYLINDER #2389,1490.55,Bills & Utilities,gas cylinder,12,6,2023-12,0
2023-12-10,METRO CARD RECHARGE #3999,1895.44,Transport,metro card recharge,12,6,2023-12,5
2023-12-11,DISNEY PLUS #9626,151.88,Entertainment,disney plus,12,0,2023-12,1
2023-12-11,MAINTENANCE FEE #6521,3061.42,Bills & Utilities,maintenance fee,12,0,2023-12,0
2023-12-12,AMAZON PRIME #9180,870.45,Entertainment,amazon prime,12,1,2023-12,1
2023-12-12,GAS CYLINDER #3745,3238.85,Bills & Utilities,gas cylinder,12,1,2023-12,0
2023-12-12,MAINTENANCE FEE #6074,2872.24,Bills & Utilities,maintenance fee,12,1,2023-12,0
2023-12-12,APPLE MUSIC #3526,338.85,Entertainment,apple music,12,1,2023-12,1
2023-12-13,AMAZON PRIME #3806,198.81,Entertainment,amazon prime,12,2,2023-12,1
2023-12-13,OLA RIDE #2922,1961.15,Transport,ola ride,12,2,2023-12,5
2023-12-13,NYKAA COSMETICS #7347,3388.4,Shopping,nykaa cosmetics,12,2,2023-12,4
2023-12-13,KFC ORDER #4669,1467.95,Food & Dining,kfc order,12,2,2023-12,2
2023-12-13,BOOKMYSHOW #3185,161.11,Entertainment,bookmyshow,12,2,2023-12,1
2023-12-14,HOTSTAR PREMIUM #7484,1318.6,Entertainment,hotstar premium,12,3,2023-12,1
2023-12-14,UBER TRIP #7453,765.2,Transport,uber trip,12,3,2023-12,5
2023-12-14,PHARMACY BILL #2612,275.78,Health,pharmacy bill,12,3,2023-12,3
2023-12-15,DENTAL CLINIC #5371,2328.94,Health,dental clinic,12,4,2023-12,3
2023-12-15,MEESHO ORDER #2766,3893.9,Shopping,meesho order,12,4,2023-12,4
2023-12-15,KFC ORDER #2185,779.6,Food & Dining,kfc order,12,4,2023-12,2
2023-12-16,KFC ORDER #5590,377.09,Food & Dining,kfc order,12,5,2023-12,2
2023-12-17,MOVIE TICKET #2522,621.04,Entertainment,movie ticket,12,6,2023-12,1
2023-12-17,METRO CARD RECHARGE #2523,815.89,Transport,metro card recharge,12,6,2023-12,5
2023-12-17,SPOTIFY PREMIUM #9369,469.59,Entertainment,spotify premium,12,6,2023-12,1
2023-12-18,INDIGO AIRLINES #2616,177.51,Transport,indigo airlines,12,0,2023-12,5
2023-12-18,YOUTUBE PREMIUM #1152,110.3,Entertainment,youtube premium,12,0,2023-12,1
2023-12-18,EMI PAYMENT #5067,1440.62,Bills & Utilities,emi payment,12,0,2023-12,0
2023-12-19,ZOMATO ORDER #5076,378.09,Food & Dining,zomato order,12,1,2023-12,2
2023-12-19,PRACTO APPOINTMENT #9120,235.96,Health,practo appointment,12,1,2023-12,3
2023-12-19,DISNEY PLUS #2394,525.87,Entertainment,disney plus,12,1,2023-12,1
2023-12-19,MCDONALD'S #2654,1189.33,Food & Dining,mcdonalds,12,1,2023-12,2
2023-12-19,DOCTOR CONSULTATION #2790,1944.92,Health,doctor consultation,12,1,2023-12,3
2023-12-19,PETROL PUMP #1568,1341.14,Transport,petrol pump,12,1,2023-12,5
2023-12-19,GYM MEMBERSHIP #2196,231.34,Health,gym membership,12,1,2023-12,3
2023-12-20,PHARMACY BILL #7962,2137.52,Health,pharmacy bill,12,2,2023-12,3
2023-12-20,HOSPITAL BILL #7235,382.32,Health,hospital bill,12,2,2023-12,3
2023-12-20,GAMING PURCHASE #6781,1243.95,Entertainment,gaming purchase,12,2,2023-12,1
2023-12-20,LAB TEST #4454,1775.5,Health,lab test,12,2,2023-12,3
2023-12-21,DOCTOR CONSULTATION #9204,2261.82,Health,doctor consultation,12,3,2023-12,3
2023-12-22,INDIGO AIRLINES #4812,653.98,Transport,indigo airlines,12,4,2023-12,5
2023-12-22,LIFESTYLE STORE #8755,1112.14,Shopping,lifestyle store,12,4,2023-12,4
2023-12-22,PHARMACY BILL #3684,1539.6,Health,pharmacy bill,12,4,2023-12,3
2023-12-23,IRCTC TICKET #5182,1549.4,Transport,irctc ticket,12,5,2023-12,5
2023-12-24,DISNEY PLUS #4176,1368.2,Entertainment,disney plus,12,6,2023-12,1
2023-12-24,MEESHO ORDER #9011,2672.92,Shopping,meesho order,12,6,2023-12,4
2023-12-24,YOGA CLASS #7943,2696.9,Health,yoga class,12,6,2023-12,3
2023-12-25,KFC ORDER #1853,1499.87,Food & Dining,kfc order,12,0,2023-12,2
2023-12-25,DISNEY PLUS #9422,242.43,Entertainment,disney plus,12,0,2023-12,1
2023-12-26,WATER BILL #4882,1128.4,Bills & Utilities,water bill,12,1,2023-12,0
2023-12-26,IRCTC TICKET #9078,1767.09,Transport,irctc ticket,12,1,2023-12,5
2023-12-26,GROCERY STORE #6956,456.81,Food & Dining,grocery store,12,1,2023-12,2
2023-12-27,PHARMACY BILL #5712,1841.19,Health,pharmacy bill,12,2,2023-12,3
2023-12-27,DECATHLON SPORTS #9037,3794.47,Shopping,decathlon sports,12,2,2023-12,4
2023-12-27,HOSPITAL BILL #9563,2741.27,Health,hospital bill,12,2,2023-12,3
2023-12-27,HOSPITAL BILL #1462,2140.01,Health,hospital bill,12,2,2023-12,3
2023-12-28,NETFLIX SUBSCRIPTION #8293,1040.82,Entertainment,netflix subscription,12,3,2023-12,1
2023-12-28,LAB TEST #5772,1344.79,Health,lab test,12,3,2023-12,3
2023-12-28,DECATHLON SPORTS #1693,5869.15,Shopping,decathlon sports,12,3,2023-12,4
2023-12-28,YOUTUBE PREMIUM #4944,400.42,Entertainment,youtube premium,12,3,2023-12,1
2023-12-28,GYM MEMBERSHIP #6172,1296.04,Health,gym membership,12,3,2023-12,3
2023-12-28,EMI PAYMENT #7189,3123.0,Bills & Utilities,emi payment,12,3,2023-12,0
2023-12-29,MEDICINE ORDER #3999,1372.98,Health,medicine order,12,4,2023-12,3
2023-12-29,PARKING FEE #9625,527.26,Transport,parking fee,12,4,2023-12,5
2023-12-29,MEESHO ORDER #5088,5402.08,Shopping,meesho order,12,4,2023-12,4
2023-12-29,NETFLIX SUBSCRIPTION #2595,1384.71,Entertainment,netflix subscription,12,4,2023-12,1
2023-12-29,KFC ORDER #3924,741.01,Food & Dining,kfc order,12,4,2023-12,2
2023-12-29,BIGBASKET ORDER #4847,732.85,Food & Dining,bigbasket order,12,4,2023-12,2
2023-12-30,AMAZON ORDER #9188,6521.13,Shopping,amazon order,12,5,2023-12,4
2023-12-31,PRACTO APPOINTMENT #7200,1871.35,Health,practo appointment,12,6,2023-12,3
2023-12-31,GROCERY STORE #8381,761.38,Food & Dining,grocery store,12,6,2023-12,2
2023-12-31,PETROL PUMP #4322,1674.83,Transport,petrol pump,12,6,2023-12,5
2024-01-01,HOSPITAL BILL #3854,2150.83,Health,hospital bill,1,0,2024-01,3
2024-01-01,WATER BILL #4807,1147.52,Bills & Utilities,water bill,1,0,2024-01,0
2024-01-02,RESTAURANT BILL #1324,1149.71,Food & Dining,restaurant bill,1,1,2024-01,2
2024-01-02,INTERNET BILL #1349,3477.32,Bills & Utilities,internet bill,1,1,2024-01,0
2024-01-02,ZOMATO ORDER #5476,272.57,Food & Dining,zomato order,1,1,2024-01,2
2024-01-03,FLIPKART PURCHASE #2519,3163.43,Shopping,flipkart purchase,1,2,2024-01,4
2024-01-03,MCDONALD'S #9770,1405.81,Food & Dining,mcdonalds,1,2,2024-01,2
2024-01-03,AMAZON PRIME #4783,1062.02,Entertainment,amazon prime,1,2,2024-01,1
2024-01-03,HOSPITAL BILL #8863,1442.26,Health,hospital bill,1,2,2024-01,3
2024-01-03,MAINTENANCE FEE #2747,1262.31,Bills & Utilities,maintenance fee,1,2,2024-01,0
2024-01-03,BIGBASKET ORDER #9920,1357.46,Food & Dining,bigbasket order,1,2,2024-01,2
2024-01-03,AUTO RICKSHAW #1319,1979.13,Transport,auto rickshaw,1,2,2024-01,5
2024-01-04,DECATHLON SPORTS #2310,7617.9,Shopping,decathlon sports,1,3,2024-01,4
2024-01-04,METRO CARD RECHARGE #8215,412.97,Transport,metro card recharge,1,3,2024-01,5
2024-01-04,INSURANCE PREMIUM #6886,1611.27,Bills & Utilities,insurance premium,1,3,2024-01,0
2024-01-04,AMAZON PRIME #3776,1043.31,Entertainment,amazon prime,1,3,2024-01,1
2024-01-04,NYKAA COSMETICS #1187,2240.11,Shopping,nykaa cosmetics,1,3,2024-01,4
2024-01-04,CAFE COFFEE DAY #5445,1011.32,Food & Dining,cafe coffee day,1,3,2024-01,2
2024-01-04,PRACTO APPOINTMENT #7829,2515.93,Health,practo appointment,1,3,2024-01,3
2024-01-04,YOGA CLASS #3906,2902.25,Health,yoga class,1,3,2024-01,3
2024-01-04,PRACTO APPOINTMENT #9907,206.62,Health,practo appointment,1,3,2024-01,3
2024-01-05,AJIO ORDER #9381,7558.54,Shopping,ajio order,1,4,2024-01,4
2024-01-05,IKEA PURCHASE #4154,6618.17,Shopping,ikea purchase,1,4,2024-01,4
2024-01-05,RELIANCE TRENDS #6164,6571.41,Shopping,reliance trends,1,4,2024-01,4
2024-01-05,GYM MEMBERSHIP #9485,2732.41,Health,gym membership,1,4,2024-01,3
2024-01-05,RENT PAYMENT #8974,1583.72,Bills & Utilities,rent payment,1,4,2024-01,0
2024-01-05,EMI PAYMENT #9043,852.59,Bills & Utilities,emi payment,1,4,2024-01,0
2024-01-06,PARKING FEE #8538,1669.09,Transport,parking fee,1,5,2024-01,5
2024-01-06,INTERNET BILL #4970,2440.86,Bills & Utilities,internet bill,1,5,2024-01,0
2024-01-06,UBER TRIP #9686,1954.28,Transport,uber trip,1,5,2024-01,5
2024-01-06,DENTAL CLINIC #3134,1060.51,Health,dental clinic,1,5,2024-01,3
2024-01-07,YOGA CLASS #5447,2087.79,Health,yoga class,1,6,2024-01,3
2024-01-07,BOOKMYSHOW #9005,126.29,Entertainment,bookmyshow,1,6,2024-01,1
2024-01-07,INDIGO AIRLINES #8285,1902.59,Transport,indigo airlines,1,6,2024-01,5
2024-01-08,GAS CYLINDER #5133,4746.81,Bills & Utilities,gas cylinder,1,0,2024-01,0
2024-01-08,GAS CYLINDER #1306,3136.7,Bills & Utilities,gas cylinder,1,0,2024-01,0
2024-01-08,YOUTUBE PREMIUM #2626,315.17,Entertainment,youtube premium,1,0,2024-01,1
2024-01-08,HOSPITAL BILL #3730,1883.0,Health,hospital bill,1,0,2024-01,3
2024-01-08,IKEA PURCHASE #8751,5789.93,Shopping,ikea purchase,1,0,2024-01,4
2024-01-08,INSURANCE PREMIUM #9564,3088.05,Bills & Utilities,insurance premium,1,0,2024-01,0
2024-01-09,INDIGO AIRLINES #7477,767.39,Transport,indigo airlines,1,1,2024-01,5
2024-01-09,CAFE COFFEE DAY #5554,707.44,Food & Dining,cafe coffee day,1,1,2024-01,2
2024-01-09,EYE CLINIC #3496,1740.1,Health,eye clinic,1,1,2024-01,3
2024-01-10,RAPIDO BIKE #9837,1756.63,Transport,rapido bike,1,2,2024-01,5
2024-01-10,BOOKMYSHOW #1844,254.46,Entertainment,bookmyshow,1,2,2024-01,1
2024-01-10,METRO CARD RECHARGE #6992,1534.8,Transport,metro card recharge,1,2,2024-01,5
2024-01-11,OLA RIDE #9267,362.9,Transport,ola ride,1,3,2024-01,5
2024-01-11,DENTAL CLINIC #4687,606.96,Health,dental clinic,1,3,2024-01,3
2024-01-11,HOTSTAR PREMIUM #5389,1184.93,Entertainment,hotstar premium,1,3,2024-01,1
2024-01-12,UBER TRIP #8793,1879.99,Transport,uber trip,1,4,2024-01,5
2024-01-12,MYNTRA FASHION #9129,5598.13,Shopping,myntra fashion,1,4,2024-01,4
2024-01-12,WATER BILL #2678,605.69,Bills & Utilities,water bill,1,4,2024-01,0
2024-01-12,HOSPITAL BILL #5476,460.98,Health,hospital bill,1,4,2024-01,3
2024-01-12,YOUTUBE PREMIUM #4695,1375.99,Entertainment,youtube premium,1,4,2024-01,1
2024-01-12,MYNTRA FASHION #6947,3906.73,Shopping,myntra fashion,1,4,2024-01,4
2024-01-12,UBER TRIP #6736,1695.39,Transport,uber trip,1,4,2024-01,5
2024-01-13,DECATHLON SPORTS #8404,493.34,Shopping,decathlon sports,1,5,2024-01,4
2024-01-13,GYM MEMBERSHIP #6016,2025.48,Health,gym membership,1,5,2024-01,3
2024-01-13,ELECTRICITY BILL #6912,2814.71,Bills & Utilities,electricity bill,1,5,2024-01,0
2024-01-13,DENTAL CLINIC #2146,1418.52,Health,dental clinic,1,5,2024-01,3
2024-01-14,AJIO ORDER #3072,3638.93,Shopping,ajio order,1,6,2024-01,4
2024-01-14,MEESHO ORDER #5998,3758.39,Shopping,meesho order,1,6,2024-01,4
2024-01-14,MYNTRA FASHION #7801,1510.8,Shopping,myntra fashion,1,6,2024-01,4
2024-01-15,GAMING PURCHASE #5583,144.84,Entertainment,gaming purchase,1,0,2024-01,1
2024-01-15,IRCTC TICKET #4030,1586.02,Transport,irctc ticket,1,0,2024-01,5
2024-01-15,GAMING PURCHASE #5956,1468.51,Entertainment,gaming purchase,1,0,2024-01,1
2024-01-16,SPOTIFY PREMIUM #8371,1428.3,Entertainment,spotify premium,1,1,2024-01,1
2024-01-17,GAS CYLINDER #8006,1911.19,Bills & Utilities,gas cylinder,1,2,2024-01,0
2024-01-17,RESTAURANT BILL #9515,648.93,Food & Dining,restaurant bill,1,2,2024-01,2
2024-01-17,DTH RECHARGE #5444,4147.39,Bills & Utilities,dth recharge,1,2,2024-01,0
2024-01-17,CAFE COFFEE DAY #2582,1129.65,Food & Dining,cafe coffee day,1,2,2024-01,2
2024-01-18,RAPIDO BIKE #8834,331.78,Transport,rapido bike,1,3,2024-01,5
2024-01-18,RESTAURANT BILL #6003,219.58,Food & Dining,restaurant bill,1,3,2024-01,2
2024-01-18,PETROL PUMP #8454,380.78,Transport,petrol pump,1,3,2024-01,5
2024-01-18,KFC ORDER #6978,1442.81,Food & Dining,kfc order,1,3,2024-01,2
2024-01-18,RENT PAYMENT #7812,4707.4,Bills & Utilities,rent payment,1,3,2024-01,0
2024-01-19,EMI PAYMENT #3575,4683.94,Bills & Utilities,emi payment,1,4,2024-01,0
2024-01-19,PARKING FEE #2300,148.05,Transport,parking fee,1,4,2024-01,5
2024-01-19,PETROL PUMP #9725,775.05,Transport,petrol pump,1,4,2024-01,5
2024-01-19,LIFESTYLE STORE #6120,5387.84,Shopping,lifestyle store,1,4,2024-01,4
2024-01-19,GAMING PURCHASE #2676,109.29,Entertainment,gaming purchase,1,4,2024-01,1
2024-01-19,ZOMATO ORDER #9203,1109.03,Food & Dining,zomato order,1,4,2024-01,2
2024-01-19,AUTO RICKSHAW #5953,374.78,Transport,auto rickshaw,1,4,2024-01,5
2024-01-19,CAFE COFFEE DAY #4305,1396.79,Food & Dining,cafe coffee day,1,4,2024-01,2
2024-01-20,GAS CYLINDER #5402,3176.28,Bills & Utilities,gas cylinder,1,5,2024-01,0
2024-01-20,FLIPKART PURCHASE #1420,7445.32,Shopping,flipkart purchase,1,5,2024-01,4
2024-01-20,AJIO ORDER #3826,5291.82,Shopping,ajio order,1,5,2024-01,4
2024-01-20,DISNEY PLUS #2930,827.19,Entertainment,disney plus,1,5,2024-01,1
2024-01-22,LAB TEST #2307,950.06,Health,lab test,1,0,2024-01,3
2024-01-22,CAFE COFFEE DAY #7022,313.74,Food & Dining,cafe coffee day,1,0,2024-01,2
2024-01-22,YOUTUBE PREMIUM #6654,564.75,Entertainment,youtube premium,1,0,2024-01,1
2024-01-23,AMAZON ORDER #9305,1937.11,Shopping,amazon order,1,1,2024-01,4
2024-01-24,LIFESTYLE STORE #2140,4866.42,Shopping,lifestyle store,1,2,2024-01,4
2024-01-24,MEESHO ORDER #8449,2749.4,Shopping,meesho order,1,2,2024-01,4
2024-01-24,SPOTIFY PREMIUM #4143,688.05,Entertainment,spotify premium,1,2,2024-01,1
2024-01-24,DECATHLON SPORTS #9920,3508.2,Shopping,decathlon sports,1,2,2024-01,4
2024-01-24,FLIPKART PURCHASE #1519,929.3,Shopping,flipkart purchase,1,2,2024-01,4
2024-01-24,MYNTRA FASHION #4214,2772.95,Shopping,myntra fashion,1,2,2024-01,4
2024-01-24,WATER BILL #3963,4190.24,Bills & Utilities,water bill,1,2,2024-01,0
2024-01-24,SWIGGY DELIVERY #5903,518.09,Food & Dining,swiggy delivery,1,2,2024-01,2
2024-01-24,INDIGO AIRLINES #3977,129.06,Transport,indigo airlines,1,2,2024-01,5
2024-01-24,MOVIE TICKET #5715,269.75,Entertainment,movie ticket,1,2,2024-01,1
2024-01-25,BOOKMYSHOW #3087,1294.52,Entertainment,bookmyshow,1,3,2024-01,1
2024-01-25,GAMING PURCHASE #8075,359.22,Entertainment,gaming purchase,1,3,2024-01,1
2024-01-25,PHARMACY BILL #8871,594.48,Health,pharmacy bill,1,3,2024-01,3
2024-01-25,AMAZON ORDER #7483,2791.29,Shopping,amazon order,1,3,2024-01,4
2024-01-25,RENT PAYMENT #1685,3078.86,Bills & Utilities,rent payment,1,3,2024-01,0
2024-01-25,AJIO ORDER #5110,6748.0,Shopping,ajio order,1,3,2024-01,4
2024-01-25,APPLE MUSIC #4697,1185.75,Entertainment,apple music,1,3,2024-01,1
2024-01-25,EMI PAYMENT #1320,4297.99,Bills & Utilities,emi payment,1,3,2024-01,0
2024-01-25,INTERNET BILL #6269,3900.02,Bills & Utilities,internet bill,1,3,2024-01,0
2024-01-26,GYM MEMBERSHIP #4644,1863.38,Health,gym membership,1,4,2024-01,3
2024-01-26,HOSPITAL BILL #7176,2739.48,Health,hospital bill,1,4,2024-01,3
2024-01-26,INTERNET BILL #9199,687.1,Bills & Utilities,internet bill,1,4,2024-01,0
2024-01-26,GROCERY STORE #4863,855.24,Food & Dining,grocery store,1,4,2024-01,2
2024-01-26,DOCTOR CONSULTATION #9964,2860.51,Health,doctor consultation,1,4,2024-01,3
2024-01-26,EYE CLINIC #3243,677.85,Health,eye clinic,1,4,2024-01,3
2024-01-26,BIGBASKET ORDER #8749,1072.58,Food & Dining,bigbasket order,1,4,2024-01,2
2024-01-27,RAPIDO BIKE #2293,1230.7,Transport,rapido bike,1,5,2024-01,5
2024-01-27,METRO CARD RECHARGE #5717,1500.49,Transport,metro card recharge,1,5,2024-01,5
2024-01-27,DOCTOR CONSULTATION #8596,2608.2,Health,doctor consultation,1,5,2024-01,3
2024-01-27,PRACTO APPOINTMENT #7135,2979.28,Health,practo appointment,1,5,2024-01,3
